Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
1513724,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513725,1nx6-20' Tide Pool Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513726,1nx6-12' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513727,1nx6-16' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1513728,1nx6-20' Tide Pool Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543076016,1nx6-16' Cinnamon Cove Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543076020,1nx6-20' Cinnamon Cove Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543076412,1nx6-12' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543076416,1nx6-16' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543076420,1nx6-20' Cinnamon Cove Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516870,1nx6-16' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516871,1nx6-20' Golden Hour Sq Edge - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516872,1nx6-12' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516873,1nx6-16' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516874,1nx6-20' Golden Hour Grooved - Trex Enhance Naturals Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516879,1nx6-16' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516880,1nx6-20' Pebble Beach Sq Edge - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516881,1nx6-12' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516882,1nx6-16' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516883,1nx6-20' Pebble Beach Grooved - Trex Enhance Basics Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543005016,7/8nx6-16' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543005020,7/8nx6-20' Malted Barley Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543005412,7/8nx6-12' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543005416,7/8nx6-16' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543005420,7/8nx6-20' Malted Barley Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516891,7/8nx6-16' Millstone Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516892,7/8nx6-20' Millstone Sq Edge -Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516893,7/8nx6-12' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516894,7/8nx6-16' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
1516895,7/8nx6-20' Millstone Grooved - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543007016,7/8nx6-16' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
543007020,7/8nx6-20' Whiskey Barrel Sq Edge - Trex Select 2.0 Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA)
